measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),New Zealand,Female,80 to 84,Self-harm,Number,2017,21.6938277379,29.4341919469,14.8779531799
YLDs (Years Lived with Disability),New Zealand,Male,80 to 84,Self-harm,Percent,2017,0.000524715158757,0.000635838792261,0.000433761407389
YLDs (Years Lived with Disability),New Zealand,Female,80 to 84,Self-harm,Percent,2017,0.00146078175695,0.00180214928872,0.00116225168179
YLDs (Years Lived with Disability),New Zealand,Male,80 to 84,Self-harm,Rate,2017,16.7325940964,22.4435291919,11.6663290121
YLDs (Years Lived with Disability),New Zealand,Female,80 to 84,Self-harm,Rate,2017,46.480704143000004,63.065033248400006,31.8771656328
YLDs (Years Lived with Disability),New Zealand,Male,85 to 89,Self-harm,Number,2017,3.57647483961,4.83581275156,2.4818785399
YLDs (Years Lived with Disability),New Zealand,Female,85 to 89,Self-harm,Number,2017,13.2928969102,18.3036809103,9.17707056974
YLDs (Years Lived with Disability),New Zealand,Male,85 to 89,Self-harm,Percent,2017,0.000428312030959,0.000525378591217,0.000347764705025
YLDs (Years Lived with Disability),New Zealand,Female,85 to 89,Self-harm,Percent,2017,0.00109183744612,0.00136065623577,0.000849398927806
YLDs (Years Lived with Disability),New Zealand,Male,85 to 89,Self-harm,Rate,2017,15.924448896500001,21.5317194972,11.0506992914
YLDs (Years Lived with Disability),New Zealand,Female,85 to 89,Self-harm,Rate,2017,41.4740537645,57.1077810422,28.6326088874
YLDs (Years Lived with Disability),New Zealand,Male,90 to 94,Self-harm,Number,2017,1.32434859795,1.8160759773,0.908720851731
YLDs (Years Lived with Disability),New Zealand,Female,90 to 94,Self-harm,Number,2017,5.90019593437,8.11209613988,4.0595134997
YLDs (Years Lived with Disability),New Zealand,Male,90 to 94,Self-harm,Percent,2017,0.000377186091136,0.000470956555118,0.000300959978298
YLDs (Years Lived with Disability),New Zealand,Female,90 to 94,Self-harm,Percent,2017,0.00085087557228,0.00106867653744,0.00065544235709
YLDs (Years Lived with Disability),New Zealand,Male,90 to 94,Self-harm,Rate,2017,16.0056656933,21.9485300256,10.9825178838
YLDs (Years Lived with Disability),New Zealand,Female,90 to 94,Self-harm,Rate,2017,37.6159234868,51.7176024507,25.8808946172
YLDs (Years Lived with Disability),New Zealand,Male,95 plus,Self-harm,Number,2017,0.31360726471,0.433665695319,0.219264870575
YLDs (Years Lived with Disability),New Zealand,Female,95 plus,Self-harm,Number,2017,1.69259871336,2.33028896426,1.16263786919
YLDs (Years Lived with Disability),New Zealand,Male,95 plus,Self-harm,Percent,2017,0.000369326041787,0.000465426766745,0.000292472395428
YLDs (Years Lived with Disability),New Zealand,Female,95 plus,Self-harm,Percent,2017,0.000704175217429,0.000909296058183,0.000523603155412
YLDs (Years Lived with Disability),New Zealand,Male,95 plus,Self-harm,Rate,2017,17.361625575,24.008185632500002,12.1387321438
YLDs (Years Lived with Disability),New Zealand,Female,95 plus,Self-harm,Rate,2017,35.0107288254,48.2010971464,24.0487002849
YLDs (Years Lived with Disability),New Zealand,Male,1 to 4,Road injuries,Number,2017,11.4929712413,16.622258347,7.50145428532
YLDs (Years Lived with Disability),New Zealand,Female,1 to 4,Road injuries,Number,2017,9.28289658468,13.3966746593,6.03050328101
YLDs (Years Lived with Disability),New Zealand,Male,1 to 4,Road injuries,Percent,2017,0.00268596940786,0.00339173555434,0.00209363422513
YLDs (Years Lived with Disability),New Zealand,Female,1 to 4,Road injuries,Percent,2017,0.00253919743033,0.00329298043958,0.00191977634315
YLDs (Years Lived with Disability),New Zealand,Male,1 to 4,Road injuries,Rate,2017,9.60205241899,13.8874267253,6.26725289342
YLDs (Years Lived with Disability),New Zealand,Female,1 to 4,Road injuries,Rate,2017,8.13831743175,11.7448675543,5.28694352311
YLDs (Years Lived with Disability),New Zealand,Male,5 to 9,Road injuries,Number,2017,39.6787397129,55.1707344835,26.9732331122
YLDs (Years Lived with Disability),New Zealand,Female,5 to 9,Road injuries,Number,2017,31.717241111,44.7473608196,21.4676982649
YLDs (Years Lived with Disability),New Zealand,Male,5 to 9,Road injuries,Percent,2017,0.00596052579467,0.00707924687926,0.00491764884456
YLDs (Years Lived with Disability),New Zealand,Female,5 to 9,Road injuries,Percent,2017,0.00520158326466,0.00625391396199,0.0042080647449
YLDs (Years Lived with Disability),New Zealand,Male,5 to 9,Road injuries,Rate,2017,25.431578965499998,35.3609741829,17.2881475775
YLDs (Years Lived with Disability),New Zealand,Female,5 to 9,Road injuries,Rate,2017,21.2628980221,29.9981504234,14.391714505600001
YLDs (Years Lived with Disability),New Zealand,Male,10 to 14,Road injuries,Number,2017,72.4795172714,100.529490537,49.713407219
YLDs (Years Lived with Disability),New Zealand,Female,10 to 14,Road injuries,Number,2017,56.4520012549,78.3648488721,39.227990276
YLDs (Years Lived with Disability),New Zealand,Male,10 to 14,Road injuries,Percent,2017,0.00811151811245,0.00938105000344,0.00679965385222
YLDs (Years Lived with Disability),New Zealand,Female,10 to 14,Road injuries,Percent,2017,0.00615370518395,0.00727458454517,0.00514529082088
YLDs (Years Lived with Disability),New Zealand,Male,10 to 14,Road injuries,Rate,2017,48.2176767867,66.87818386080001,33.0723091364
YLDs (Years Lived with Disability),New Zealand,Female,10 to 14,Road injuries,Rate,2017,39.2068560833,54.425694101599994,27.2444932863
YLDs (Years Lived with Disability),New Zealand,Male,15 to 19,Road injuries,Number,2017,156.150555433,212.960633405,108.743572417
YLDs (Years Lived with Disability),New Zealand,Female,15 to 19,Road injuries,Number,2017,121.838172279,166.166798458,83.9041362829
YLDs (Years Lived with Disability),New Zealand,Male,15 to 19,Road injuries,Percent,2017,0.0122543417488,0.0141644916101,0.0105770184179
YLDs (Years Lived with Disability),New Zealand,Female,15 to 19,Road injuries,Percent,2017,0.00835304070018,0.00984620983261,0.00709974963348
YLDs (Years Lived with Disability),New Zealand,Male,15 to 19,Road injuries,Rate,2017,103.428304529,141.05718153499998,72.0276869484
YLDs (Years Lived with Disability),New Zealand,Female,15 to 19,Road injuries,Rate,2017,83.9767578197,114.53018976599999,57.830786533799994
YLDs (Years Lived with Disability),New Zealand,Male,20 to 24,Road injuries,Number,2017,278.655039819,379.42331277,191.37106889
YLDs (Years Lived with Disability),New Zealand,Female,20 to 24,Road injuries,Number,2017,225.95955631,312.093520046,157.744711478
YLDs (Years Lived with Disability),New Zealand,Male,20 to 24,Road injuries,Percent,2017,0.0187084167041,0.0214801488667,0.0160970352405
YLDs (Years Lived with Disability),New Zealand,Female,20 to 24,Road injuries,Percent,2017,0.0124652449178,0.0147626673369,0.010430228546
YLDs (Years Lived with Disability),New Zealand,Male,20 to 24,Road injuries,Rate,2017,187.44968897799998,255.235943393,128.734249221
YLDs (Years Lived with Disability),New Zealand,Female,20 to 24,Road injuries,Rate,2017,154.841154961,213.865356655,108.096217364
YLDs (Years Lived with Disability),New Zealand,Male,25 to 29,Road injuries,Number,2017,356.691564612,483.558652875,253.552948777
YLDs (Years Lived with Disability),New Zealand,Female,25 to 29,Road injuries,Number,2017,307.383457218,421.564998614,214.671836618
YLDs (Years Lived with Disability),New Zealand,Male,25 to 29,Road injuries,Percent,2017,0.0231826931484,0.0266710383352,0.0197158646031
YLDs (Years Lived with Disability),New Zealand,Female,25 to 29,Road injuries,Percent,2017,0.0160650392942,0.0189069729237,0.0134649390243
YLDs (Years Lived with Disability),New Zealand,Male,25 to 29,Road injuries,Rate,2017,257.591623156,349.21111302599996,183.108102662
YLDs (Years Lived with Disability),New Zealand,Female,25 to 29,Road injuries,Rate,2017,213.612702175,292.961889723,149.183796408
YLDs (Years Lived with Disability),New Zealand,Male,30 to 34,Road injuries,Number,2017,412.461984649,560.647712295,292.06762328
YLDs (Years Lived with Disability),New Zealand,Female,30 to 34,Road injuries,Number,2017,377.287544659,515.744781243,266.974842408
YLDs (Years Lived with Disability),New Zealand,Male,30 to 34,Road injuries,Percent,2017,0.0270827403128,0.0309807881718,0.0233643832901
YLDs (Years Lived with Disability),New Zealand,Female,30 to 34,Road injuries,Percent,2017,0.0195117234262,0.023297614772,0.0163898477616
YLDs (Years Lived with Disability),New Zealand,Male,30 to 34,Road injuries,Rate,2017,322.609051817,438.51320509199996,228.44204440599998
YLDs (Years Lived with Disability),New Zealand,Female,30 to 34,Road injuries,Rate,2017,268.026318908,366.38679747,189.659810574
YLDs (Years Lived with Disability),New Zealand,Male,35 to 39,Road injuries,Number,2017,478.077178237,640.093022472,332.05153752
YLDs (Years Lived with Disability),New Zealand,Female,35 to 39,Road injuries,Number,2017,440.483910439,604.287394241,310.739927411
YLDs (Years Lived with Disability),New Zealand,Male,35 to 39,Road injuries,Percent,2017,0.0301924496035,0.0344496031552,0.0262397821573
YLDs (Years Lived with Disability),New Zealand,Female,35 to 39,Road injuries,Percent,2017,0.02192907466,0.0259146517142,0.0186647864389
YLDs (Years Lived with Disability),New Zealand,Male,35 to 39,Road injuries,Rate,2017,381.010500969,510.13136426600005,264.63326094
YLDs (Years Lived with Disability),New Zealand,Female,35 to 39,Road injuries,Rate,2017,315.71962692,433.126809269,222.724807028
YLDs (Years Lived with Disability),New Zealand,Male,40 to 44,Road injuries,Number,2017,595.920619841,808.813752055,422.387738982
YLDs (Years Lived with Disability),New Zealand,Female,40 to 44,Road injuries,Number,2017,556.104921276,763.444626777,388.329778018
YLDs (Years Lived with Disability),New Zealand,Male,40 to 44,Road injuries,Percent,2017,0.0332651976143,0.0375957008817,0.0289891116021
YLDs (Years Lived with Disability),New Zealand,Female,40 to 44,Road injuries,Percent,2017,0.0241878010381,0.0281463730765,0.0205532558151
YLDs (Years Lived with Disability),New Zealand,Male,40 to 44,Road injuries,Rate,2017,443.91627027,602.505723415,314.647259138
YLDs (Years Lived with Disability),New Zealand,Female,40 to 44,Road injuries,Rate,2017,369.58638016599997,507.383994051,258.083306724
YLDs (Years Lived with Disability),New Zealand,Male,45 to 49,Road injuries,Number,2017,740.724324385,998.18143942,522.608622957
YLDs (Years Lived with Disability),New Zealand,Female,45 to 49,Road injuries,Number,2017,702.733994388,955.965319686,490.937897284
YLDs (Years Lived with Disability),New Zealand,Male,45 to 49,Road injuries,Percent,2017,0.035614840882,0.0402794670258,0.0310283746334
YLDs (Years Lived with Disability),New Zealand,Female,45 to 49,Road injuries,Percent,2017,0.0267614251365,0.0308280168227,0.022751633394
YLDs (Years Lived with Disability),New Zealand,Male,45 to 49,Road injuries,Rate,2017,505.86252485,681.6875949399999,356.904868403
YLDs (Years Lived with Disability),New Zealand,Female,45 to 49,Road injuries,Rate,2017,429.21534359699996,583.883783099,299.85468178499997
YLDs (Years Lived with Disability),New Zealand,Male,50 to 54,Road injuries,Number,2017,835.651714824,1121.65245756,591.565937317
YLDs (Years Lived with Disability),New Zealand,Female,50 to 54,Road injuries,Number,2017,784.29794145,1067.91203288,546.838009268
YLDs (Years Lived with Disability),New Zealand,Male,50 to 54,Road injuries,Percent,2017,0.0371760984075,0.0416970141943,0.0327400116778
YLDs (Years Lived with Disability),New Zealand,Female,50 to 54,Road injuries,Percent,2017,0.0296602730363,0.0340682903451,0.025751799158
YLDs (Years Lived with Disability),New Zealand,Male,50 to 54,Road injuries,Rate,2017,572.377861803,768.273461247,405.19182849800006
YLDs (Years Lived with Disability),New Zealand,Female,50 to 54,Road injuries,Rate,2017,492.87071255,671.100275503,343.645475824
YLDs (Years Lived with Disability),New Zealand,Male,55 to 59,Road injuries,Number,2017,876.346591208,1189.93255675,618.753941959
YLDs (Years Lived with Disability),New Zealand,Female,55 to 59,Road injuries,Number,2017,829.926126833,1135.96951036,581.763741814
YLDs (Years Lived with Disability),New Zealand,Male,55 to 59,Road injuries,Percent,2017,0.0369140808992,0.041386909835,0.0326903962414
YLDs (Years Lived with Disability),New Zealand,Female,55 to 59,Road injuries,Percent,2017,0.0314786298531,0.0359671117928,0.0274053022187
YLDs (Years Lived with Disability),New Zealand,Male,55 to 59,Road injuries,Rate,2017,624.750683958,848.307263533,441.111943971
YLDs (Years Lived with Disability),New Zealand,Female,55 to 59,Road injuries,Rate,2017,547.481523952,749.370695277,383.77500075
YLDs (Years Lived with Disability),New Zealand,Male,60 to 64,Road injuries,Number,2017,826.288797441,1128.20698057,587.119011794
YLDs (Years Lived with Disability),New Zealand,Female,60 to 64,Road injuries,Number,2017,790.378842917,1073.86266147,555.652125712
YLDs (Years Lived with Disability),New Zealand,Male,60 to 64,Road injuries,Percent,2017,0.0358855186398,0.0398041154393,0.0318777619001
YLDs (Years Lived with Disability),New Zealand,Female,60 to 64,Road injuries,Percent,2017,0.0320455615236,0.0364928053178,0.0276085410563
YLDs (Years Lived with Disability),New Zealand,Male,60 to 64,Road injuries,Rate,2017,674.348259033,920.748793317,479.15775292499995
YLDs (Years Lived with Disability),New Zealand,Female,60 to 64,Road injuries,Rate,2017,603.146611282,819.4761677329999,424.02412422599997
YLDs (Years Lived with Disability),New Zealand,Male,65 to 69,Road injuries,Number,2017,784.975964438,1059.12785964,563.709950427
YLDs (Years Lived with Disability),New Zealand,Female,65 to 69,Road injuries,Number,2017,758.889311436,1019.51951585,540.161405046
YLDs (Years Lived with Disability),New Zealand,Male,65 to 69,Road injuries,Percent,2017,0.0331309652244,0.036976367832,0.0294966280444
YLDs (Years Lived with Disability),New Zealand,Female,65 to 69,Road injuries,Percent,2017,0.0310101969986,0.0351041280118,0.0271224002479
YLDs (Years Lived with Disability),New Zealand,Male,65 to 69,Road injuries,Rate,2017,706.733820378,953.5597424900001,507.52240183000004
YLDs (Years Lived with Disability),New Zealand,Female,65 to 69,Road injuries,Rate,2017,648.737981281,871.538210674,461.758011604
YLDs (Years Lived with Disability),New Zealand,Male,70 to 74,Road injuries,Number,2017,610.772708097,815.830599597,437.254894012
YLDs (Years Lived with Disability),New Zealand,Female,70 to 74,Road injuries,Number,2017,622.827044059,833.41509129,448.817000719
YLDs (Years Lived with Disability),New Zealand,Male,70 to 74,Road injuries,Percent,2017,0.0300533864829,0.0336683758601,0.0267893508777
YLDs (Years Lived with Disability),New Zealand,Female,70 to 74,Road injuries,Percent,2017,0.029500869872,0.0334209653288,0.0257679467957
YLDs (Years Lived with Disability),New Zealand,Male,70 to 74,Road injuries,Rate,2017,726.558886381,970.490272504,520.146733223
YLDs (Years Lived with Disability),New Zealand,Female,70 to 74,Road injuries,Rate,2017,688.8588789109999,921.77337341,496.40037134100004
YLDs (Years Lived with Disability),New Zealand,Male,75 to 79,Road injuries,Number,2017,448.829475033,601.71508553,322.197768244
YLDs (Years Lived with Disability),New Zealand,Female,75 to 79,Road injuries,Number,2017,502.266825272,679.582915538,355.708536249
YLDs (Years Lived with Disability),New Zealand,Male,75 to 79,Road injuries,Percent,2017,0.0264327710986,0.0292908447508,0.0236873010435
YLDs (Years Lived with Disability),New Zealand,Female,75 to 79,Road injuries,Percent,2017,0.0269118652646,0.0303097727974,0.0238503868287
YLDs (Years Lived with Disability),New Zealand,Male,75 to 79,Road injuries,Rate,2017,728.672770539,976.881918053,523.0867256
YLDs (Years Lived with Disability),New Zealand,Female,75 to 79,Road injuries,Rate,2017,719.4791839229999,973.478113381,509.53969981299997
YLDs (Years Lived with Disability),New Zealand,Male,<1 year,Road injuries,Number,2017,0.4623927598,0.727586593592,0.271083007332
YLDs (Years Lived with Disability),New Zealand,Female,<1 year,Road injuries,Number,2017,0.42918098708,0.666097208284,0.253227925025
YLDs (Years Lived with Disability),New Zealand,Male,<1 year,Road injuries,Percent,2017,0.000711424946702,0.00100837084425,0.00048014844398
YLDs (Years Lived with Disability),New Zealand,Female,<1 year,Road injuries,Percent,2017,0.000940204587658,0.00137432290016,0.000638573212354
YLDs (Years Lived with Disability),New Zealand,Male,<1 year,Road injuries,Rate,2017,1.51674608658,2.38663797191,0.889209620595
YLDs (Years Lived with Disability),New Zealand,Female,<1 year,Road injuries,Rate,2017,1.47999126674,2.29697512409,0.873233271773
YLDs (Years Lived with Disability),New Zealand,Male,80 to 84,Road injuries,Number,2017,274.123863609,367.669466171,195.724324657
YLDs (Years Lived with Disability),New Zealand,Female,80 to 84,Road injuries,Number,2017,342.279616072,466.377949635,243.499014199
YLDs (Years Lived with Disability),New Zealand,Male,80 to 84,Road injuries,Percent,2017,0.0226786818185,0.0255462704322,0.0200169760555
YLDs (Years Lived with Disability),New Zealand,Female,80 to 84,Road injuries,Percent,2017,0.0230307329099,0.0263248756049,0.0202627606123
YLDs (Years Lived with Disability),New Zealand,Male,80 to 84,Road injuries,Rate,2017,723.712062342,970.681005731,516.7301116470001
YLDs (Years Lived with Disability),New Zealand,Female,80 to 84,Road injuries,Rate,2017,733.360555871,999.250835664,521.715474782
YLDs (Years Lived with Disability),New Zealand,Male,85 to 89,Road injuries,Number,2017,158.927920258,215.469966835,113.305769666
YLDs (Years Lived with Disability),New Zealand,Female,85 to 89,Road injuries,Number,2017,225.809460874,306.661147256,161.320299542
YLDs (Years Lived with Disability),New Zealand,Male,85 to 89,Road injuries,Percent,2017,0.0190181049798,0.0219240162119,0.0164528924019
YLDs (Years Lived with Disability),New Zealand,Female,85 to 89,Road injuries,Percent,2017,0.0185311146706,0.0217434145932,0.0158561365668
YLDs (Years Lived with Disability),New Zealand,Male,85 to 89,Road injuries,Rate,2017,707.635215645,959.391755702,504.50010684899996
YLDs (Years Lived with Disability),New Zealand,Female,85 to 89,Road injuries,Rate,2017,704.529177056,956.78774873,503.321948686
YLDs (Years Lived with Disability),New Zealand,Male,90 to 94,Road injuries,Number,2017,57.7021720194,78.6134483609,40.8982267956
YLDs (Years Lived with Disability),New Zealand,Female,90 to 94,Road injuries,Number,2017,102.921779076,140.607641783,73.2122337711
YLDs (Years Lived with Disability),New Zealand,Male,90 to 94,Road injuries,Percent,2017,0.0164196365041,0.0192736886247,0.0140736427738
YLDs (Years Lived with Disability),New Zealand,Female,90 to 94,Road injuries,Percent,2017,0.0148246799308,0.0176855528735,0.0125057496789
YLDs (Years Lived with Disability),New Zealand,Male,90 to 94,Road injuries,Rate,2017,697.370523555,950.097712499,494.283262393
YLDs (Years Lived with Disability),New Zealand,Female,90 to 94,Road injuries,Rate,2017,656.164271476,896.425534645,466.754971269
YLDs (Years Lived with Disability),New Zealand,Male,95 plus,Road injuries,Number,2017,12.4998083323,17.2388539251,8.81189475074
YLDs (Years Lived with Disability),New Zealand,Female,95 plus,Road injuries,Number,2017,28.1186607117,38.9332647929,19.9741787826
YLDs (Years Lived with Disability),New Zealand,Male,95 plus,Road injuries,Percent,2017,0.0147079868311,0.0174404429334,0.0122749301431
YLDs (Years Lived with Disability),New Zealand,Female,95 plus,Road injuries,Percent,2017,0.0116870701715,0.0142405069109,0.00943574848357
YLDs (Years Lived with Disability),New Zealand,Male,95 plus,Road injuries,Rate,2017,692.002438863,954.3609503660001,487.835692869
YLDs (Years Lived with Disability),New Zealand,Female,95 plus,Road injuries,Rate,2017,581.623273928,805.3190429560001,413.1579159
YLDs (Years Lived with Disability),Australia,Male,1 to 4,Self-harm,Number,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Female,1 to 4,Self-harm,Number,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Male,1 to 4,Self-harm,Percent,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Female,1 to 4,Self-harm,Percent,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Male,1 to 4,Self-harm,Rate,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Female,1 to 4,Self-harm,Rate,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Male,5 to 9,Self-harm,Number,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Female,5 to 9,Self-harm,Number,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Male,5 to 9,Self-harm,Percent,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Female,5 to 9,Self-harm,Percent,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Male,5 to 9,Self-harm,Rate,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Female,5 to 9,Self-harm,Rate,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Male,10 to 14,Self-harm,Number,2017,3.59765535281,5.50154879887,2.17562720047
YLDs (Years Lived with Disability),Australia,Female,10 to 14,Self-harm,Number,2017,14.0412567029,21.5609692605,8.35671924302
YLDs (Years Lived with Disability),Australia,Male,10 to 14,Self-harm,Percent,2017,8.62735718803e-05,0.000122563901757,6.16185109479e-05
YLDs (Years Lived with Disability),Australia,Female,10 to 14,Self-harm,Percent,2017,0.00034192742848,0.000485288753354,0.000237778842166
YLDs (Years Lived with Disability),Australia,Male,10 to 14,Self-harm,Rate,2017,0.48156828127300005,0.736416120944,0.29122107285800003
YLDs (Years Lived with Disability),Australia,Female,10 to 14,Self-harm,Rate,2017,1.98886404436,3.0539885019599997,1.18368168768
YLDs (Years Lived with Disability),Australia,Male,15 to 19,Self-harm,Number,2017,19.8461211467,28.632959811,12.629958444
YLDs (Years Lived with Disability),Australia,Female,15 to 19,Self-harm,Number,2017,63.2500015616,92.8028757136,39.2117779946
YLDs (Years Lived with Disability),Australia,Male,15 to 19,Self-harm,Percent,2017,0.000324061681587,0.000416156392313,0.000246263961859
YLDs (Years Lived with Disability),Australia,Female,15 to 19,Self-harm,Percent,2017,0.000940424075434,0.00123536910573,0.000668725348099
YLDs (Years Lived with Disability),Australia,Male,15 to 19,Self-harm,Rate,2017,2.69920676416,3.8942762784,1.71775980864
YLDs (Years Lived with Disability),Australia,Female,15 to 19,Self-harm,Rate,2017,9.02802923474,13.2462775387,5.59691809235
YLDs (Years Lived with Disability),Australia,Male,20 to 24,Self-harm,Number,2017,54.0987784268,78.1806035713,33.8682698535
YLDs (Years Lived with Disability),Australia,Female,20 to 24,Self-harm,Number,2017,139.818553978,204.404857252,86.4225206833
YLDs (Years Lived with Disability),Australia,Male,20 to 24,Self-harm,Percent,2017,0.00067344142928,0.000868147590878,0.000501391914222
YLDs (Years Lived with Disability),Australia,Female,20 to 24,Self-harm,Percent,2017,0.00151377572828,0.00200868928016,0.00110349084076
YLDs (Years Lived with Disability),Australia,Male,20 to 24,Self-harm,Rate,2017,6.68974166228,9.66764973448,4.18807933298
YLDs (Years Lived with Disability),Australia,Female,20 to 24,Self-harm,Rate,2017,17.857873781000002,26.1069510247,11.0380376731
YLDs (Years Lived with Disability),Australia,Male,25 to 29,Self-harm,Number,2017,80.6588741707,115.707146993,52.7438746109
YLDs (Years Lived with Disability),Australia,Female,25 to 29,Self-harm,Number,2017,198.294315843,287.095968071,124.865874697
YLDs (Years Lived with Disability),Australia,Male,25 to 29,Self-harm,Percent,2017,0.000884064786964,0.00115338172422,0.000683722656596
YLDs (Years Lived with Disability),Australia,Female,25 to 29,Self-harm,Percent,2017,0.00183470419833,0.00242927711179,0.00134810809918
YLDs (Years Lived with Disability),Australia,Male,25 to 29,Self-harm,Rate,2017,9.50648511236,13.637287671000001,6.21641281151
YLDs (Years Lived with Disability),Australia,Female,25 to 29,Self-harm,Rate,2017,22.9804992714,33.2717993304,14.4708139025
YLDs (Years Lived with Disability),Australia,Male,30 to 34,Self-harm,Number,2017,106.758054708,149.879491965,70.8766151472
YLDs (Years Lived with Disability),Australia,Female,30 to 34,Self-harm,Number,2017,248.876392367,358.534220243,162.567620458
YLDs (Years Lived with Disability),Australia,Male,30 to 34,Self-harm,Percent,2017,0.00107490795766,0.00136940352075,0.00083873649969
YLDs (Years Lived with Disability),Australia,Female,30 to 34,Self-harm,Percent,2017,0.00215442902964,0.00278583790552,0.00163141216933
YLDs (Years Lived with Disability),Australia,Male,30 to 34,Self-harm,Rate,2017,12.345634331600001,17.3322510106,8.19625999801
YLDs (Years Lived with Disability),Australia,Female,30 to 34,Self-harm,Rate,2017,27.979631575299997,40.3077820846,18.276470834399998
YLDs (Years Lived with Disability),Australia,Male,35 to 39,Self-harm,Number,2017,119.473646803,167.486077678,80.9776519639
YLDs (Years Lived with Disability),Australia,Female,35 to 39,Self-harm,Number,2017,263.45886315,368.166786025,174.705399743
YLDs (Years Lived with Disability),Australia,Male,35 to 39,Self-harm,Percent,2017,0.0012175930142,0.00151487777757,0.000972572947583
YLDs (Years Lived with Disability),Australia,Female,35 to 39,Self-harm,Percent,2017,0.00233322213952,0.00293623853282,0.00178494652054
YLDs (Years Lived with Disability),Australia,Male,35 to 39,Self-harm,Rate,2017,14.761329777,20.6934105706,10.0050333877
YLDs (Years Lived with Disability),Australia,Female,35 to 39,Self-harm,Rate,2017,32.0813979298,44.8316865327,21.2738845929
YLDs (Years Lived with Disability),Australia,Male,40 to 44,Self-harm,Number,2017,131.651373685,182.70730977,90.3842970394
YLDs (Years Lived with Disability),Australia,Female,40 to 44,Self-harm,Number,2017,289.906168739,402.259627025,193.988055557
YLDs (Years Lived with Disability),Australia,Male,40 to 44,Self-harm,Percent,2017,0.00133603978183,0.00164763839104,0.00108914972179
YLDs (Years Lived with Disability),Australia,Female,40 to 44,Self-harm,Percent,2017,0.00250679925357,0.00312534273782,0.00199512859044
YLDs (Years Lived with Disability),Australia,Male,40 to 44,Self-harm,Rate,2017,16.9265914419,23.4909207504,11.6208287534
YLDs (Years Lived with Disability),Australia,Female,40 to 44,Self-harm,Rate,2017,36.263786866400004,50.31785781880001,24.2655805909
YLDs (Years Lived with Disability),Australia,Male,45 to 49,Self-harm,Number,2017,149.262912154,205.618532176,103.17673035
YLDs (Years Lived with Disability),Australia,Female,45 to 49,Self-harm,Number,2017,332.075558786,462.262175298,226.198512342
YLDs (Years Lived with Disability),Australia,Male,45 to 49,Self-harm,Percent,2017,0.0013858214146,0.00167478172646,0.00114110843141
YLDs (Years Lived with Disability),Australia,Female,45 to 49,Self-harm,Percent,2017,0.00260801160477,0.00318925592042,0.00208354488727
YLDs (Years Lived with Disability),Australia,Male,45 to 49,Self-harm,Rate,2017,18.6253320701,25.6575018287,12.874603858
YLDs (Years Lived with Disability),Australia,Female,45 to 49,Self-harm,Rate,2017,39.7093476277,55.276966125200005,27.048649386500003
YLDs (Years Lived with Disability),Australia,Male,50 to 54,Self-harm,Number,2017,145.773041483,199.874410101,100.250693762
YLDs (Years Lived with Disability),Australia,Female,50 to 54,Self-harm,Number,2017,322.423189395,440.076400296,221.628819017
YLDs (Years Lived with Disability),Australia,Male,50 to 54,Self-harm,Percent,2017,0.00135177606104,0.00160700038395,0.00111648705119
YLDs (Years Lived with Disability),Australia,Female,50 to 54,Self-harm,Percent,2017,0.00267202394682,0.00325645387695,0.00215411901309
YLDs (Years Lived with Disability),Australia,Male,50 to 54,Self-harm,Rate,2017,19.5411058292,26.7934795116,13.4387634114
YLDs (Years Lived with Disability),Australia,Female,50 to 54,Self-harm,Rate,2017,41.7712413407,57.0136954467,28.7129188957
YLDs (Years Lived with Disability),Australia,Male,55 to 59,Self-harm,Number,2017,145.489102056,197.848025532,99.8140888749
YLDs (Years Lived with Disability),Australia,Female,55 to 59,Self-harm,Number,2017,322.188403288,439.650078661,220.229990949
YLDs (Years Lived with Disability),Australia,Male,55 to 59,Self-harm,Percent,2017,0.00126305759325,0.00149532666674,0.00104765194368
YLDs (Years Lived with Disability),Australia,Female,55 to 59,Self-harm,Percent,2017,0.00258840358829,0.00312332127028,0.00209477437475
YLDs (Years Lived with Disability),Australia,Male,55 to 59,Self-harm,Rate,2017,20.0899599961,27.3199769748,13.782895242399999
YLDs (Years Lived with Disability),Australia,Female,55 to 59,Self-harm,Rate,2017,42.477639273899996,57.963903286199994,29.035340866899997
YLDs (Years Lived with Disability),Australia,Male,60 to 64,Self-harm,Number,2017,129.163126484,176.879483332,89.2244401514
YLDs (Years Lived with Disability),Australia,Female,60 to 64,Self-harm,Number,2017,284.755862259,387.30908891,199.595101408
